scientific_name,common_name,family,state,data_sources,flower_Jan,flower_Feb,flower_Mar,flower_Apr,flower_May,flower_Jun,flower_Jul,flower_Aug,flower_Sep,flower_Oct,flower_Nov,flower_Dec,seed_Jan,seed_Feb,seed_Mar,seed_Apr,seed_May,seed_Jun,seed_Jul,seed_Aug,seed_Sep,seed_Oct,seed_Nov,seed_Dec
Acacia ausfeldii Regel,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia awestoniana R.S.Cowan & Maslin,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia axillaris Benth.,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia ayersiana Maconochie,,Fabaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Acacia baeuerlenii Maiden & R.T.Baker,,Fabaceae,Australia,austraits,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia baileyana F.Muell.,,Fabaceae,Australia,austraits,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia bakeri Maiden,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
Acacia balsamea R.S.Cowan & Maslin,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia bancroftiorum Maiden,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia barakulensis Pedley,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia barattensis J.M.Black,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia barbinervis Benth. subsp. barbinervis,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia barbinervis Benth.,,Fabaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Acacia barbinervis subsp. borealis Maslin,,Fabaceae,Australia,austraits,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Acacia barrettiorum Lewington & Maslin,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia barringtonensis Tindale,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia bartlei Maslin & J.E.Reid,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia basedowii Maiden,,Fabaceae,Australia,austraits,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia baueri Benth. subsp. baueri,,Fabaceae,Australia,austraits,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia baueri Benth.,,Fabaceae,Australia,austraits,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Acacia baueri subsp. aspera (Maiden & Betche) Pedley,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia baxteri Benth.,,Fabaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Acacia beadleana R.H.Jones & J.J.Bruhl,,Fabaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Acacia beauverdiana Ewart & Sharman,,Fabaceae,Australia,austraits,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia beckleri Tindale subsp. beckleri,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia beckleri Tindale,,Fabaceae,Australia,austraits,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia beckleri subsp. megaspherica O'Leary,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia benthamii Meisn.,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia besleyi Maslin,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia betchei Maiden & Blakely,,Fabaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Acacia bidentata Benth.,,Fabaceae,Australia,austraits,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia bifaria Maslin,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia biflora R.Br.,,Fabaceae,Australia,austraits,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Acacia binata Maslin,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia binervata DC.,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia binervia (J.C.Wendl.) J.F.Macbr.,,Fabaceae,Australia,austraits,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia bivenosa DC.,,Fabaceae,Australia,austraits,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia blakei Pedley subsp. blakei,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia blakei Pedley,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia blakei subsp. diphylla (Tindale) Pedley,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia blakelyi Maiden,,Fabaceae,Australia,austraits,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia blaxellii Maslin,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia blayana Tindale & Court,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia boormanii Maiden subsp. boormanii,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia boormanii Maiden,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia boormanii subsp. gibba K.J.Tucker,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia botrydion Maslin,,Fabaceae,Australia,austraits,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia brachybotrya Benth.,,Fabaceae,Australia,austraits,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia brachyclada W.Fitzg.,,Fabaceae,Australia,austraits,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Acacia brachyphylla Benth. var. brachyphylla,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia brachyphylla Benth.,,Fabaceae,Australia,austraits,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia brachyphylla var. recurvata R.S.Cowan & Maslin,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia brachypoda Maslin,,Fabaceae,Australia,austraits,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Acacia brachystachya Benth.,,Fabaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Acacia bracteolata Maslin,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia brassii Pedley,,Fabaceae,Australia,austraits,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Acacia brockii Tindale & Kodela,,Fabaceae,Australia,austraits,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia bromilowiana Maslin,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia browniana H.L.Wendl. var. browniana,,Fabaceae,Australia,austraits,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia browniana H.L.Wendl.,,Fabaceae,Australia,austraits,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia browniana var. endlicheri (Meisn.) Maslin,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia browniana var. glaucescens Maslin,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia browniana var. intermedia (E.Pritz.) Maslin,,Fabaceae,Australia,austraits,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia browniana var. obscura (A.DC.) Maslin,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia brownii (Poir.) Steud.,,Fabaceae,Australia,austraits,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia brumalis Maslin,,Fabaceae,Australia,austraits,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia brunioides A.Cunn. ex G.Don subsp. brunioides,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia brunioides A.Cunn. ex G.Don,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia brunioides subsp. granitica Pedley,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia bulgaensis Tindale & S.J.Davies,,Fabaceae,Australia,austraits,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
Acacia burbidgeae Pedley,,Fabaceae,Australia,austraits,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Acacia burdekensis Pedley,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia burkittii F.Muell. ex Benth.,,Fabaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Acacia burrana Pedley,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia burrowii Maiden,,Fabaceae,Australia,austraits,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia burrowsiana Maslin,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia buxifolia A.Cunn. subsp. buxifolia,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Acacia buxifolia A.Cunn.,,Fabaceae,Australia,austraits,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia buxifolia subsp. pubiflora Pedley,,Fabaceae,Australia,austraits,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Acacia bynoeana Benth.,,Fabaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Acacia caerulescens Maslin & Court,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Acacia caesaneura Maslin & J.E.Reid,,Fabaceae,Australia,austraits,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia caesariata R.S.Cowan & Maslin,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia caesiella Maiden & Blakely,,Fabaceae,Australia,austraits,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia calamifolia Sweet ex Lindl.,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia calantha Pedley,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia calcarata Maiden & Blakely,,Fabaceae,Australia,austraits,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia calcicola Forde & Ising,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Acacia calligera (Pedley) Pedley,,Fabaceae,Australia,austraits,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia calyculata A.Cunn. ex Benth.,,Fabaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Acacia cambagei R.T.Baker,,Fabaceae,Australia,austraits,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia camptoclada C.R.P.Andrews,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia campylophylla Benth.,,Fabaceae,Australia,austraits,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia cana Maiden,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia cangaiensis Tindale & Kodela,,Fabaceae,Australia,austraits,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia capillaris A.S.George,,Fabaceae,Australia,austraits,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia cardiophylla A.Cunn. ex Benth.,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia carens Maslin,,Fabaceae,Australia,austraits,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia carneorum Maiden,,Fabaceae,Australia,austraits,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia carnosula Maslin,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia caroleae Pedley,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia cassicula R.S.Cowan & Maslin,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia castanostegia Maslin,,Fabaceae,Australia,austraits,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia cataractae Tindale & Kodela,,Fabaceae,Australia,austraits,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Acacia catenulata C.T.White subsp. catenulata,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia catenulata C.T.White,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia catenulata subsp. occidentalis Maslin,,Fabaceae,Australia,austraits,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Acacia cavealis R.S.Cowan & Maslin,,Fabaceae,Australia,austraits,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Acacia cedroides Benth.,,Fabaceae,Australia,austraits,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia celastrifolia Benth.,,Fabaceae,Australia,austraits,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia celsa Tindale,,Fabaceae,Australia,austraits,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
Acacia centrinervia Maiden & Blakely,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia cerastes Maslin,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia chalkeri Maiden,,Fabaceae,Australia,austraits,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Acacia chamaeleon Maslin,,Fabaceae,Australia,austraits,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Acacia chapmanii R.S.Cowan & Maslin subsp. chapmanii,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia chapmanii R.S.Cowan & Maslin,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia chapmanii subsp. australis R.S.Cowan & Maslin,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia chartacea Maslin,,Fabaceae,Australia,austraits,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Acacia cheelii Blakely,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Acacia chinchillensis Tindale,,Fabaceae,Australia,austraits,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia chippendalei Pedley,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia chisholmii F.M.Bailey,,Fabaceae,Australia,austraits,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia chrysella Maiden & Blakely,,Fabaceae,Australia,austraits,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Acacia chrysocephala Maslin,,Fabaceae,Australia,austraits,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia chrysochaeta Maslin,,Fabaceae,Australia,austraits,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia chrysopoda Maiden & Blakely,,Fabaceae,Australia,austraits,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia chrysotricha Tindale,,Fabaceae,Australia,austraits,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia cincinnata F.Muell.,,Fabaceae,Australia,austraits,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1
Acacia cineramis H.K.Orel,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia citrinoviridis Tindale & Maslin,,Fabaceae,Australia,austraits,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia citriodora Kodela & Maslin,,Fabaceae,Australia,austraits,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia clandullensis B.J.Conn & Tame,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia clelandii Pedley,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia clunies-rossiae Maiden,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia clydonophora Maslin,,Fabaceae,Australia,austraits,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia cochlearis (Labill.) H.L.Wendl.,,Fabaceae,Australia,austraits,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia cochlocarpa Meisn. subsp. cochlocarpa,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia cochlocarpa Meisn.,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia cochlocarpa subsp. velutinosa Maslin & A.R.Chapm.,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia cockertoniana Maslin,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia cognata Domin,,Fabaceae,Australia,austraits,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia colei Maslin & L.A.J.Thomson var. colei,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia colei Maslin & L.A.J.Thomson,,Fabaceae,Australia,austraits,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia colei var. ileocarpa M.W.McDonald & Maslin,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia collegialis Maslin,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia colletioides Benth.,,Fabaceae,Australia,austraits,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia comans W.Fitzg.,,Fabaceae,Australia,austraits,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia complanata A.Cunn. ex Benth.,,Fabaceae,Australia,austraits,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Acacia concolorans Maslin,,Fabaceae,Australia,austraits,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia concurrens Pedley,,Fabaceae,Australia,austraits,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia conferta A.Cunn. ex Benth.,,Fabaceae,Australia,austraits,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia confluens Maiden & Blakely,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia congesta Benth. subsp. congesta,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia congesta Benth.,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia congesta subsp. cliftoniana (W.Fitzg.) Maslin,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia congesta subsp. wonganensis Maslin,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia conjunctifolia F.Muell.,,Fabaceae,Australia,austraits,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia conniana Maslin,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia consanguinea R.S.Cowan & Maslin,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia consobrina R.S.Cowan & Maslin,,Fabaceae,Australia,austraits,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia conspersa F.Muell.,,Fabaceae,Australia,austraits,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Acacia constablei Tindale,,Fabaceae,Australia,austraits,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia continua Benth.,,Fabaceae,Australia,austraits,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia convallium Pedley,,Fabaceae,Australia,austraits,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia coolgardiensis Maiden,,Fabaceae,Australia,austraits,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia coriacea DC. subsp. coriacea,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acacia coriacea DC.,,Fabaceae,Australia,austraits,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
